INFO:2025-10-30 14:26:02,909:Starting HSC computation pipeline...
INFO:2025-10-30 14:27:00,089:Processing A0A140T8X8 with model AF-A0A140T8X8-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,177:No transcript record found for A0A140T8X8 in gnomAD.
INFO:2025-10-30 14:27:00,177:Processing A0A140TA62 with model AF-A0A140TA62-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,247:No transcript record found for A0A140TA62 in gnomAD.
INFO:2025-10-30 14:27:00,248:Processing A0A140TA64 with model AF-A0A140TA64-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,293:No transcript record found for A0A140TA64 in gnomAD.
INFO:2025-10-30 14:27:00,293:Processing A0A140TA67 with model AF-A0A140TA67-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,341:No transcript record found for A0A140TA67 in gnomAD.
INFO:2025-10-30 14:27:00,341:Processing A0A183 with model AF-A0A183-F1-model_v4.pdb
INFO:2025-10-30 14:27:00,354:Computing HSC features for: A0A183, ENST00000431011, ../Ntranos_Rotation/ESM-SaProt/AF-A0A183-F1-model_v4.pdb.gz
INFO:2025-10-30 14:27:07,946:Successfully computed HSC for A0A183.
INFO:2025-10-30 14:27:07,947:Processing A0A191URJ7 with model AF-A0A191URJ7-F1-model_v4.pdb
ERROR:2025-10-30 14:27:08,018:No transcript record found for A0A191URJ7 in gnomAD.
INFO:2025-10-30 14:27:08,018:Processing A0A1B0GTC6 with model AF-A0A1B0GTC6-F1-model_v4.pdb
ERROR:2025-10-30 14:27:08,032:No transcript record found for A0A1B0GTC6 in gnomAD.
INFO:2025-10-30 14:27:08,032:Processing A0A1B0GTD5 with model AF-A0A1B0GTD5-F1-model_v4.pdb
INFO:2025-10-30 14:27:08,082:Computing HSC features for: A0A1B0GTD5, ENST00000548380, ../Ntranos_Rotation/ESM-SaProt/AF-A0A1B0GTD5-F1-model_v4.pdb.gz
INFO:2025-10-30 14:27:20,048:Successfully computed HSC for A0A1B0GTD5.
INFO:2025-10-30 14:27:20,048:Processing A0A1B0GTE1 with model AF-A0A1B0GTE1-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,124:No valid CDS found for A0A1B0GTE1
INFO:2025-10-30 14:27:20,125:Processing A0A1B0GTG8 with model AF-A0A1B0GTG8-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,148:No transcript record found for A0A1B0GTG8 in gnomAD.
INFO:2025-10-30 14:27:20,148:Processing A0A1B0GTH6 with model AF-A0A1B0GTH6-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,269:No transcript record found for A0A1B0GTH6 in gnomAD.
INFO:2025-10-30 14:27:20,269:Processing A0A1B0GTH9 with model AF-A0A1B0GTH9-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,338:No ENST transcript IDs were mapped to A0A1B0GTH9
INFO:2025-10-30 14:27:20,338:Processing A0A1B0GTI1 with model AF-A0A1B0GTI1-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,382:No transcript record found for A0A1B0GTI1 in gnomAD.
INFO:2025-10-30 14:27:20,382:Processing A0A1B0GTI8 with model AF-A0A1B0GTI8-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,433:No transcript record found for A0A1B0GTI8 in gnomAD.
INFO:2025-10-30 14:27:20,433:Processing A0A1B0GTJ6 with model AF-A0A1B0GTJ6-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,579:No transcript record found for A0A1B0GTJ6 in gnomAD.
INFO:2025-10-30 14:27:20,579:Processing A0A1B0GTK4 with model AF-A0A1B0GTK4-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,625:No transcript record found for A0A1B0GTK4 in gnomAD.
INFO:2025-10-30 14:27:20,626:Processing A0A1B0GTK5 with model AF-A0A1B0GTK5-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,653:No transcript record found for A0A1B0GTK5 in gnomAD.
INFO:2025-10-30 14:27:20,654:Processing A0A1B0GTL2 with model AF-A0A1B0GTL2-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,700:No transcript record found for A0A1B0GTL2 in gnomAD.
INFO:2025-10-30 14:27:20,700:Processing A0A1B0GTQ1 with model AF-A0A1B0GTQ1-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,800:No valid CDS found for A0A1B0GTQ1
INFO:2025-10-30 14:27:20,800:Processing A0A1B0GTQ4 with model AF-A0A1B0GTQ4-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,850:No transcript record found for A0A1B0GTQ4 in gnomAD.
INFO:2025-10-30 14:27:20,850:Processing A0A1B0GTR0 with model AF-A0A1B0GTR0-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,901:No transcript record found for A0A1B0GTR0 in gnomAD.
INFO:2025-10-30 14:27:20,901:Processing A0A1B0GTR3 with model AF-A0A1B0GTR3-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,936:No transcript record found for A0A1B0GTR3 in gnomAD.
INFO:2025-10-30 14:27:20,936:Processing A0A1B0GTR4 with model AF-A0A1B0GTR4-F1-model_v4.pdb
ERROR:2025-10-30 14:27:20,955:No transcript record found for A0A1B0GTR4 in gnomAD.
INFO:2025-10-30 14:27:20,956:Processing A0A1B0GTS1 with model AF-A0A1B0GTS1-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,024:No transcript record found for A0A1B0GTS1 in gnomAD.
INFO:2025-10-30 14:27:21,024:Processing A0A1B0GTU1 with model AF-A0A1B0GTU1-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,142:No transcript record found for A0A1B0GTU1 in gnomAD.
INFO:2025-10-30 14:27:21,142:Processing A0A1B0GTU2 with model AF-A0A1B0GTU2-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,171:No transcript record found for A0A1B0GTU2 in gnomAD.
INFO:2025-10-30 14:27:21,171:Processing A0A1B0GTW7 with model AF-A0A1B0GTW7-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,294:No transcript record found for A0A1B0GTW7 in gnomAD.
