INFO:2025-10-30 14:25:04,008:Starting HSC computation pipeline...
INFO:2025-10-30 14:26:13,941:Processing A0A096LP55 with model AF-A0A096LP55-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,988:No transcript record found for A0A096LP55 in gnomAD.
INFO:2025-10-30 14:26:13,988:Processing A0A096LPG2 with model AF-A0A096LPG2-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,006:No valid CDS found for A0A096LPG2
INFO:2025-10-30 14:26:14,006:Processing A0A096LPH7 with model AF-A0A096LPH7-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,060:No ENST transcript IDs were mapped to A0A096LPH7
INFO:2025-10-30 14:26:14,061:Processing A0A096LPI5 with model AF-A0A096LPI5-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,124:No ENST transcript IDs were mapped to A0A096LPI5
INFO:2025-10-30 14:26:14,124:Processing A0A096LPK6 with model AF-A0A096LPK6-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,167:No ENST transcript IDs were mapped to A0A096LPK6
INFO:2025-10-30 14:26:14,167:Processing A0A096LPK9 with model AF-A0A096LPK9-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,248:No transcript record found for A0A096LPK9 in gnomAD.
INFO:2025-10-30 14:26:14,248:Processing A0A0A0MRZ7 with model AF-A0A0A0MRZ7-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,279:No valid CDS found for A0A0A0MRZ7
INFO:2025-10-30 14:26:14,279:Processing A0A0A0MRZ8 with model AF-A0A0A0MRZ8-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,329:No valid CDS found for A0A0A0MRZ8
INFO:2025-10-30 14:26:14,329:Processing A0A0A0MRZ9 with model AF-A0A0A0MRZ9-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,374:No valid CDS found for A0A0A0MRZ9
INFO:2025-10-30 14:26:14,374:Processing A0A0A0MS00 with model AF-A0A0A0MS00-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,431:No valid CDS found for A0A0A0MS00
