INFO:2025-10-30 15:01:00,917:Starting HSC computation pipeline...
INFO:2025-10-30 15:01:55,946:Processing P0DMM9 with model AF-P0DMM9-F1-model_v4.pdb
INFO:2025-10-30 15:01:56,050:Computing HSC features for: P0DMM9, ENST00000338971, ../Ntranos_Rotation/ESM-SaProt/AF-P0DMM9-F1-model_v4.pdb.gz
INFO:2025-10-30 15:02:41,387:Successfully computed HSC for P0DMM9.
INFO:2025-10-30 15:02:41,387:Processing P0DMN0 with model AF-P0DMN0-F1-model_v4.pdb
INFO:2025-10-30 15:02:41,512:Computing HSC features for: P0DMN0, ENST00000360423, ../Ntranos_Rotation/ESM-SaProt/AF-P0DMN0-F1-model_v4.pdb.gz
ERROR:2025-10-30 15:02:41,627:Missing ENST record in counts: ENST00000360423
INFO:2025-10-30 15:02:41,627:Processing P0DMP1 with model AF-P0DMP1-F1-model_v4.pdb
ERROR:2025-10-30 15:02:41,791:No ENST transcript IDs were mapped to P0DMP1
INFO:2025-10-30 15:02:41,792:Processing P0DMP2 with model AF-P0DMP2-F1-model_v4.pdb
ERROR:2025-10-30 15:02:41,905:No transcript record found for P0DMP2 in gnomAD.
INFO:2025-10-30 15:02:41,905:Processing P0DMQ5 with model AF-P0DMQ5-F1-model_v4.pdb
ERROR:2025-10-30 15:02:42,058:No transcript record found for P0DMQ5 in gnomAD.
INFO:2025-10-30 15:02:42,058:Processing P0DMQ9 with model AF-P0DMQ9-F1-model_v4.pdb
ERROR:2025-10-30 15:02:42,101:No transcript record found for P0DMQ9 in gnomAD.
INFO:2025-10-30 15:02:42,101:Processing P0DMR1 with model AF-P0DMR1-F1-model_v4.pdb
ERROR:2025-10-30 15:02:42,176:No transcript record found for P0DMR1 in gnomAD.
INFO:2025-10-30 15:02:42,177:Processing P0DMR2 with model AF-P0DMR2-F1-model_v4.pdb
ERROR:2025-10-30 15:02:42,246:No transcript record found for P0DMR2 in gnomAD.
INFO:2025-10-30 15:02:42,246:Processing P0DMR3 with model AF-P0DMR3-F1-model_v4.pdb
ERROR:2025-10-30 15:02:42,341:No ENST transcript IDs were mapped to P0DMR3
INFO:2025-10-30 15:02:42,342:Processing P0DMS8 with model AF-P0DMS8-F1-model_v4.pdb
INFO:2025-10-30 15:02:42,458:Computing HSC features for: P0DMS8, ENST00000241356, ../Ntranos_Rotation/ESM-SaProt/AF-P0DMS8-F1-model_v4.pdb.gz
INFO:2025-10-30 15:03:20,927:Successfully computed HSC for P0DMS8.
INFO:2025-10-30 15:03:20,927:Processing P0DMS9 with model AF-P0DMS9-F1-model_v4.pdb
INFO:2025-10-30 15:03:21,017:Computing HSC features for: P0DMS9, ENST00000369717, ../Ntranos_Rotation/ESM-SaProt/AF-P0DMS9-F1-model_v4.pdb.gz
INFO:2025-10-30 15:03:53,683:Successfully computed HSC for P0DMS9.
INFO:2025-10-30 15:03:53,684:Processing P0DMT0 with model AF-P0DMT0-F1-model_v4.pdb
ERROR:2025-10-30 15:03:53,793:No transcript record found for P0DMT0 in gnomAD.
INFO:2025-10-30 15:03:53,793:Processing P0DMU2 with model AF-P0DMU2-F1-model_v4.pdb
ERROR:2025-10-30 15:03:53,891:No ENST transcript IDs were mapped to P0DMU2
INFO:2025-10-30 15:03:53,891:Processing P0DMU3 with model AF-P0DMU3-F1-model_v4.pdb
ERROR:2025-10-30 15:03:53,988:No ENST transcript IDs were mapped to P0DMU3
INFO:2025-10-30 15:03:53,988:Processing P0DMU7 with model AF-P0DMU7-F1-model_v4.pdb
ERROR:2025-10-30 15:03:54,045:No transcript record found for P0DMU7 in gnomAD.
INFO:2025-10-30 15:03:54,045:Processing P0DMU8 with model AF-P0DMU8-F1-model_v4.pdb
ERROR:2025-10-30 15:03:54,115:No transcript record found for P0DMU8 in gnomAD.
INFO:2025-10-30 15:03:54,115:Processing P0DMU9 with model AF-P0DMU9-F1-model_v4.pdb
ERROR:2025-10-30 15:03:54,173:No transcript record found for P0DMU9 in gnomAD.
INFO:2025-10-30 15:03:54,173:Processing P0DMV0 with model AF-P0DMV0-F1-model_v4.pdb
ERROR:2025-10-30 15:03:54,235:No transcript record found for P0DMV0 in gnomAD.
INFO:2025-10-30 15:03:54,235:Processing P0DMV1 with model AF-P0DMV1-F1-model_v4.pdb
ERROR:2025-10-30 15:03:54,279:No transcript record found for P0DMV1 in gnomAD.
INFO:2025-10-30 15:03:54,279:Processing P0DMV2 with model AF-P0DMV2-F1-model_v4.pdb
ERROR:2025-10-30 15:03:54,348:No transcript record found for P0DMV2 in gnomAD.
INFO:2025-10-30 15:03:54,348:Processing P0DMV8 with model AF-P0DMV8-F1-model_v4.pdb
INFO:2025-10-30 15:03:54,482:Computing HSC features for: P0DMV8, ENST00000375651, ../Ntranos_Rotation/ESM-SaProt/AF-P0DMV8-F1-model_v4.pdb.gz
INFO:2025-10-30 15:05:54,801:Successfully computed HSC for P0DMV8.
INFO:2025-10-30 15:05:54,801:Processing P0DMV9 with model AF-P0DMV9-F1-model_v4.pdb
INFO:2025-10-30 15:05:55,050:Computing HSC features for: P0DMV9, ENST00000375650, ../Ntranos_Rotation/ESM-SaProt/AF-P0DMV9-F1-model_v4.pdb.gz
