INFO:2025-10-30 14:25:03,805:Starting HSC computation pipeline...
INFO:2025-10-30 14:25:58,428:Processing A0A024R1R8 with model AF-A0A024R1R8-F1-model_v4.pdb
ERROR:2025-10-30 14:25:58,443:No transcript record found for A0A024R1R8 in gnomAD.
INFO:2025-10-30 14:25:58,443:Processing A0A024RBG1 with model AF-A0A024RBG1-F1-model_v4.pdb
ERROR:2025-10-30 14:25:58,485:No transcript record found for A0A024RBG1 in gnomAD.
INFO:2025-10-30 14:25:58,485:Processing A0A024RCN7 with model AF-A0A024RCN7-F1-model_v4.pdb
ERROR:2025-10-30 14:25:58,520:No transcript record found for A0A024RCN7 in gnomAD.
INFO:2025-10-30 14:25:58,520:Processing A0A075B6H5 with model AF-A0A075B6H5-F1-model_v4.pdb
ERROR:2025-10-30 14:25:58,558:No valid CDS found for A0A075B6H5
INFO:2025-10-30 14:25:58,558:Processing A0A075B6H7 with model AF-A0A075B6H7-F1-model_v4.pdb
ERROR:2025-10-30 14:25:58,600:No valid CDS found for A0A075B6H7
INFO:2025-10-30 14:25:58,600:Processing A0A075B6H8 with model AF-A0A075B6H8-F1-model_v4.pdb
ERROR:2025-10-30 14:25:58,697:No valid CDS found for A0A075B6H8
INFO:2025-10-30 14:25:58,697:Processing A0A075B6H9 with model AF-A0A075B6H9-F1-model_v4.pdb
ERROR:2025-10-30 14:25:58,752:No valid CDS found for A0A075B6H9
INFO:2025-10-30 14:25:58,752:Processing A0A075B6I0 with model AF-A0A075B6I0-F1-model_v4.pdb
ERROR:2025-10-30 14:25:58,797:No valid CDS found for A0A075B6I0
INFO:2025-10-30 14:25:58,798:Processing A0A075B6I1 with model AF-A0A075B6I1-F1-model_v4.pdb
ERROR:2025-10-30 14:25:58,833:No valid CDS found for A0A075B6I1
INFO:2025-10-30 14:25:58,833:Processing A0A075B6I3 with model AF-A0A075B6I3-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,076:No valid CDS found for A0A075B6I3
INFO:2025-10-30 14:25:59,077:Processing A0A075B6I4 with model AF-A0A075B6I4-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,096:No valid CDS found for A0A075B6I4
INFO:2025-10-30 14:25:59,096:Processing A0A075B6I6 with model AF-A0A075B6I6-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,142:No valid CDS found for A0A075B6I6
INFO:2025-10-30 14:25:59,142:Processing A0A075B6I7 with model AF-A0A075B6I7-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,190:No transcript record found for A0A075B6I7 in gnomAD.
INFO:2025-10-30 14:25:59,190:Processing A0A075B6I9 with model AF-A0A075B6I9-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,230:No valid CDS found for A0A075B6I9
INFO:2025-10-30 14:25:59,230:Processing A0A075B6J1 with model AF-A0A075B6J1-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,271:No valid CDS found for A0A075B6J1
INFO:2025-10-30 14:25:59,271:Processing A0A075B6J2 with model AF-A0A075B6J2-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,302:No valid CDS found for A0A075B6J2
INFO:2025-10-30 14:25:59,302:Processing A0A075B6J6 with model AF-A0A075B6J6-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,344:No valid CDS found for A0A075B6J6
INFO:2025-10-30 14:25:59,345:Processing A0A075B6J9 with model AF-A0A075B6J9-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,385:No valid CDS found for A0A075B6J9
INFO:2025-10-30 14:25:59,385:Processing A0A075B6K0 with model AF-A0A075B6K0-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,403:No valid CDS found for A0A075B6K0
INFO:2025-10-30 14:25:59,403:Processing A0A075B6K2 with model AF-A0A075B6K2-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,527:No valid CDS found for A0A075B6K2
INFO:2025-10-30 14:25:59,527:Processing A0A075B6K4 with model AF-A0A075B6K4-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,588:No valid CDS found for A0A075B6K4
INFO:2025-10-30 14:25:59,588:Processing A0A075B6K5 with model AF-A0A075B6K5-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,643:No valid CDS found for A0A075B6K5
INFO:2025-10-30 14:25:59,643:Processing A0A075B6K6 with model AF-A0A075B6K6-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,693:No transcript record found for A0A075B6K6 in gnomAD.
INFO:2025-10-30 14:25:59,693:Processing A0A075B6L2 with model AF-A0A075B6L2-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,733:No valid CDS found for A0A075B6L2
INFO:2025-10-30 14:25:59,733:Processing A0A075B6L6 with model AF-A0A075B6L6-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,767:No valid CDS found for A0A075B6L6
INFO:2025-10-30 14:25:59,767:Processing A0A075B6N1 with model AF-A0A075B6N1-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,883:No valid CDS found for A0A075B6N1
INFO:2025-10-30 14:25:59,883:Processing A0A075B6N2 with model AF-A0A075B6N2-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,923:No valid CDS found for A0A075B6N2
INFO:2025-10-30 14:25:59,923:Processing A0A075B6N3 with model AF-A0A075B6N3-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,966:No valid CDS found for A0A075B6N3
INFO:2025-10-30 14:25:59,966:Processing A0A075B6N4 with model AF-A0A075B6N4-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,053:No valid CDS found for A0A075B6N4
INFO:2025-10-30 14:26:00,053:Processing A0A075B6P5 with model AF-A0A075B6P5-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,118:No valid CDS found for A0A075B6P5
INFO:2025-10-30 14:26:00,118:Processing A0A075B6Q5 with model AF-A0A075B6Q5-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,169:No valid CDS found for A0A075B6Q5
INFO:2025-10-30 14:26:00,169:Processing A0A075B6R0 with model AF-A0A075B6R0-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,236:No valid CDS found for A0A075B6R0
INFO:2025-10-30 14:26:00,237:Processing A0A075B6R2 with model AF-A0A075B6R2-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,272:No valid CDS found for A0A075B6R2
INFO:2025-10-30 14:26:00,272:Processing A0A075B6R9 with model AF-A0A075B6R9-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,317:No valid CDS found for A0A075B6R9
INFO:2025-10-30 14:26:00,317:Processing A0A075B6S0 with model AF-A0A075B6S0-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,358:No valid CDS found for A0A075B6S0
INFO:2025-10-30 14:26:00,358:Processing A0A075B6S2 with model AF-A0A075B6S2-F1-model_v4.pdb
