INFO:2025-10-30 14:25:04,007:Starting HSC computation pipeline...
INFO:2025-10-30 14:26:13,497:Processing A0A075B6Y9 with model AF-A0A075B6Y9-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,513:No valid CDS found for A0A075B6Y9
INFO:2025-10-30 14:26:13,513:Processing A0A075B700 with model AF-A0A075B700-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,520:No valid CDS found for A0A075B700
INFO:2025-10-30 14:26:13,520:Processing A0A075B706 with model AF-A0A075B706-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,541:No valid CDS found for A0A075B706
INFO:2025-10-30 14:26:13,541:Processing A0A075B734 with model AF-A0A075B734-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,613:No ENST transcript IDs were mapped to A0A075B734
INFO:2025-10-30 14:26:13,613:Processing A0A075B759 with model AF-A0A075B759-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,650:No transcript record found for A0A075B759 in gnomAD.
INFO:2025-10-30 14:26:13,650:Processing A0A075B767 with model AF-A0A075B767-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,679:No transcript record found for A0A075B767 in gnomAD.
INFO:2025-10-30 14:26:13,679:Processing A0A075B7B6 with model AF-A0A075B7B6-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,711:No valid CDS found for A0A075B7B6
INFO:2025-10-30 14:26:13,711:Processing A0A075B7B8 with model AF-A0A075B7B8-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,739:No valid CDS found for A0A075B7B8
INFO:2025-10-30 14:26:13,739:Processing A0A075B7D0 with model AF-A0A075B7D0-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,774:No valid CDS found for A0A075B7D0
INFO:2025-10-30 14:26:13,774:Processing A0A075B7D4 with model AF-A0A075B7D4-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,801:No valid CDS found for A0A075B7D4
INFO:2025-10-30 14:26:13,801:Processing A0A075B7D8 with model AF-A0A075B7D8-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,837:No valid CDS found for A0A075B7D8
INFO:2025-10-30 14:26:13,837:Processing A0A075B7E8 with model AF-A0A075B7E8-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,891:No valid CDS found for A0A075B7E8
INFO:2025-10-30 14:26:13,892:Processing A0A075B7F0 with model AF-A0A075B7F0-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,918:No valid CDS found for A0A075B7F0
INFO:2025-10-30 14:26:13,918:Processing A0A075B7F1 with model AF-A0A075B7F1-F1-model_v4.pdb
ERROR:2025-10-30 14:26:13,967:No valid CDS found for A0A075B7F1
INFO:2025-10-30 14:26:13,967:Processing A0A087WSX0 with model AF-A0A087WSX0-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,032:No valid CDS found for A0A087WSX0
INFO:2025-10-30 14:26:14,032:Processing A0A087WSY4 with model AF-A0A087WSY4-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,079:No ENST transcript IDs were mapped to A0A087WSY4
INFO:2025-10-30 14:26:14,079:Processing A0A087WSY6 with model AF-A0A087WSY6-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,114:No valid CDS found for A0A087WSY6
INFO:2025-10-30 14:26:14,115:Processing A0A087WSZ0 with model AF-A0A087WSZ0-F1-model_v4.pdb
ERROR:2025-10-30 14:26:14,143:No valid CDS found for A0A087WSZ0
