INFO:2025-10-30 14:25:03,636:Starting HSC computation pipeline...
INFO:2025-10-30 14:25:59,924:Processing A0A0C4DH33 with model AF-A0A0C4DH33-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,950:No valid CDS found for A0A0C4DH33
INFO:2025-10-30 14:25:59,950:Processing A0A0C4DH34 with model AF-A0A0C4DH34-F1-model_v4.pdb
ERROR:2025-10-30 14:25:59,996:No valid CDS found for A0A0C4DH34
INFO:2025-10-30 14:25:59,996:Processing A0A0C4DH35 with model AF-A0A0C4DH35-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,033:No valid CDS found for A0A0C4DH35
INFO:2025-10-30 14:26:00,033:Processing A0A0C4DH36 with model AF-A0A0C4DH36-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,053:No valid CDS found for A0A0C4DH36
INFO:2025-10-30 14:26:00,053:Processing A0A0C4DH38 with model AF-A0A0C4DH38-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,093:No valid CDS found for A0A0C4DH38
INFO:2025-10-30 14:26:00,093:Processing A0A0C4DH39 with model AF-A0A0C4DH39-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,120:No valid CDS found for A0A0C4DH39
INFO:2025-10-30 14:26:00,120:Processing A0A0C4DH41 with model AF-A0A0C4DH41-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,157:No valid CDS found for A0A0C4DH41
INFO:2025-10-30 14:26:00,157:Processing A0A0C4DH42 with model AF-A0A0C4DH42-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,196:No valid CDS found for A0A0C4DH42
INFO:2025-10-30 14:26:00,196:Processing A0A0C4DH43 with model AF-A0A0C4DH43-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,236:No valid CDS found for A0A0C4DH43
INFO:2025-10-30 14:26:00,236:Processing A0A0C4DH55 with model AF-A0A0C4DH55-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,271:No valid CDS found for A0A0C4DH55
INFO:2025-10-30 14:26:00,271:Processing A0A0C4DH59 with model AF-A0A0C4DH59-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,321:No valid CDS found for A0A0C4DH59
INFO:2025-10-30 14:26:00,321:Processing A0A0C4DH62 with model AF-A0A0C4DH62-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,336:No valid CDS found for A0A0C4DH62
INFO:2025-10-30 14:26:00,336:Processing A0A0C4DH63 with model AF-A0A0C4DH63-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,362:No valid CDS found for A0A0C4DH63
INFO:2025-10-30 14:26:00,362:Processing A0A0C4DH67 with model AF-A0A0C4DH67-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,389:No valid CDS found for A0A0C4DH67
INFO:2025-10-30 14:26:00,389:Processing A0A0C4DH68 with model AF-A0A0C4DH68-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,441:No valid CDS found for A0A0C4DH68
INFO:2025-10-30 14:26:00,441:Processing A0A0C4DH69 with model AF-A0A0C4DH69-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,490:No valid CDS found for A0A0C4DH69
INFO:2025-10-30 14:26:00,490:Processing A0A0C4DH72 with model AF-A0A0C4DH72-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,530:No valid CDS found for A0A0C4DH72
INFO:2025-10-30 14:26:00,530:Processing A0A0C4DH73 with model AF-A0A0C4DH73-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,569:No valid CDS found for A0A0C4DH73
INFO:2025-10-30 14:26:00,569:Processing A0A0C4DH90 with model AF-A0A0C4DH90-F1-model_v4.pdb
