INFO:2025-10-30 14:26:02,447:Starting HSC computation pipeline...
INFO:2025-10-30 14:26:58,297:Processing A0A1B0GUX0 with model AF-A0A1B0GUX0-F1-model_v4.pdb
ERROR:2025-10-30 14:26:58,336:No transcript record found for A0A1B0GUX0 in gnomAD.
INFO:2025-10-30 14:26:58,336:Processing A0A1B0GUY1 with model AF-A0A1B0GUY1-F1-model_v4.pdb
ERROR:2025-10-30 14:26:58,381:No transcript record found for A0A1B0GUY1 in gnomAD.
INFO:2025-10-30 14:26:58,381:Processing A0A1B0GUZ9 with model AF-A0A1B0GUZ9-F1-model_v4.pdb
ERROR:2025-10-30 14:26:58,403:No transcript record found for A0A1B0GUZ9 in gnomAD.
INFO:2025-10-30 14:26:58,403:Processing A0A1B0GV03 with model AF-A0A1B0GV03-F1-model_v4.pdb
ERROR:2025-10-30 14:26:58,491:No transcript record found for A0A1B0GV03 in gnomAD.
INFO:2025-10-30 14:26:58,491:Processing A0A1B0GV22 with model AF-A0A1B0GV22-F1-model_v4.pdb
ERROR:2025-10-30 14:26:58,523:No transcript record found for A0A1B0GV22 in gnomAD.
INFO:2025-10-30 14:26:58,523:Processing A0A1B0GV85 with model AF-A0A1B0GV85-F1-model_v4.pdb
ERROR:2025-10-30 14:26:59,121:No transcript record found for A0A1B0GV85 in gnomAD.
INFO:2025-10-30 14:26:59,121:Processing A0A1B0GV90 with model AF-A0A1B0GV90-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,034:No transcript record found for A0A1B0GV90 in gnomAD.
INFO:2025-10-30 14:27:00,034:Processing A0A1B0GV96 with model AF-A0A1B0GV96-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,070:No transcript record found for A0A1B0GV96 in gnomAD.
INFO:2025-10-30 14:27:00,070:Processing A0A1B0GVB3 with model AF-A0A1B0GVB3-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,132:No transcript record found for A0A1B0GVB3 in gnomAD.
INFO:2025-10-30 14:27:00,132:Processing A0A1B0GVD1 with model AF-A0A1B0GVD1-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,180:No transcript record found for A0A1B0GVD1 in gnomAD.
INFO:2025-10-30 14:27:00,181:Processing A0A1B0GVG4 with model AF-A0A1B0GVG4-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,221:No transcript record found for A0A1B0GVG4 in gnomAD.
INFO:2025-10-30 14:27:00,221:Processing A0A1B0GVG6 with model AF-A0A1B0GVG6-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,353:No transcript record found for A0A1B0GVG6 in gnomAD.
INFO:2025-10-30 14:27:00,353:Processing A0A1B0GVH4 with model AF-A0A1B0GVH4-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,418:No transcript record found for A0A1B0GVH4 in gnomAD.
INFO:2025-10-30 14:27:00,418:Processing A0A1B0GVH6 with model AF-A0A1B0GVH6-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,476:No transcript record found for A0A1B0GVH6 in gnomAD.
INFO:2025-10-30 14:27:00,476:Processing A0A1B0GVH7 with model AF-A0A1B0GVH7-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,596:No transcript record found for A0A1B0GVH7 in gnomAD.
INFO:2025-10-30 14:27:00,596:Processing A0A1B0GVK7 with model AF-A0A1B0GVK7-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,638:No valid CDS found for A0A1B0GVK7
INFO:2025-10-30 14:27:00,639:Processing A0A1B0GVM5 with model AF-A0A1B0GVM5-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,668:No transcript record found for A0A1B0GVM5 in gnomAD.
INFO:2025-10-30 14:27:00,668:Processing A0A1B0GVM6 with model AF-A0A1B0GVM6-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,712:No transcript record found for A0A1B0GVM6 in gnomAD.
INFO:2025-10-30 14:27:00,712:Processing A0A1B0GVN3 with model AF-A0A1B0GVN3-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,777:No transcript record found for A0A1B0GVN3 in gnomAD.
INFO:2025-10-30 14:27:00,777:Processing A0A1B0GVQ0 with model AF-A0A1B0GVQ0-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,811:No valid CDS found for A0A1B0GVQ0
INFO:2025-10-30 14:27:00,811:Processing A0A1B0GVQ3 with model AF-A0A1B0GVQ3-F1-model_v4.pdb
ERROR:2025-10-30 14:27:00,885:No transcript record found for A0A1B0GVQ3 in gnomAD.
INFO:2025-10-30 14:27:00,885:Processing A0A1B0GVR7 with model AF-A0A1B0GVR7-F1-model_v4.pdb
INFO:2025-10-30 14:27:00,927:Computing HSC features for: A0A1B0GVR7, ENST00000404031, ../Ntranos_Rotation/ESM-SaProt/AF-A0A1B0GVR7-F1-model_v4.pdb.gz
INFO:2025-10-30 14:27:10,462:Successfully computed HSC for A0A1B0GVR7.
INFO:2025-10-30 14:27:10,462:Processing A0A1B0GVS7 with model AF-A0A1B0GVS7-F1-model_v4.pdb
ERROR:2025-10-30 14:27:10,505:No transcript record found for A0A1B0GVS7 in gnomAD.
INFO:2025-10-30 14:27:10,505:Processing A0A1B0GVT2 with model AF-A0A1B0GVT2-F1-model_v4.pdb
ERROR:2025-10-30 14:27:10,531:No transcript record found for A0A1B0GVT2 in gnomAD.
INFO:2025-10-30 14:27:10,531:Processing A0A1B0GVV1 with model AF-A0A1B0GVV1-F1-model_v4.pdb
ERROR:2025-10-30 14:27:10,563:No transcript record found for A0A1B0GVV1 in gnomAD.
INFO:2025-10-30 14:27:10,563:Processing A0A1B0GVX0 with model AF-A0A1B0GVX0-F1-model_v4.pdb
ERROR:2025-10-30 14:27:10,600:No transcript record found for A0A1B0GVX0 in gnomAD.
INFO:2025-10-30 14:27:10,600:Processing A0A1B0GVY2 with model AF-A0A1B0GVY2-F1-model_v4.pdb
ERROR:2025-10-30 14:27:10,623:No transcript record found for A0A1B0GVY2 in gnomAD.
INFO:2025-10-30 14:27:10,623:Processing A0A1B0GVY4 with model AF-A0A1B0GVY4-F1-model_v4.pdb
ERROR:2025-10-30 14:27:10,644:No transcript record found for A0A1B0GVY4 in gnomAD.
INFO:2025-10-30 14:27:10,644:Processing A0A1B0GVZ2 with model AF-A0A1B0GVZ2-F1-model_v4.pdb
ERROR:2025-10-30 14:27:10,655:No transcript record found for A0A1B0GVZ2 in gnomAD.
INFO:2025-10-30 14:27:10,655:Processing A0A1B0GVZ6 with model AF-A0A1B0GVZ6-F1-model_v4.pdb
ERROR:2025-10-30 14:27:10,695:No transcript record found for A0A1B0GVZ6 in gnomAD.
INFO:2025-10-30 14:27:10,695:Processing A0A1B0GVZ9 with model AF-A0A1B0GVZ9-F1-model_v4.pdb
INFO:2025-10-30 14:27:10,738:Computing HSC features for: A0A1B0GVZ9, ENST00000536543, ../Ntranos_Rotation/ESM-SaProt/AF-A0A1B0GVZ9-F1-model_v4.pdb.gz
INFO:2025-10-30 14:27:29,429:Successfully computed HSC for A0A1B0GVZ9.
INFO:2025-10-30 14:27:29,429:Processing A0A1B0GW15 with model AF-A0A1B0GW15-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,460:No transcript record found for A0A1B0GW15 in gnomAD.
INFO:2025-10-30 14:27:29,461:Processing A0A1B0GW35 with model AF-A0A1B0GW35-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,508:No transcript record found for A0A1B0GW35 in gnomAD.
INFO:2025-10-30 14:27:29,508:Processing A0A1B0GW54 with model AF-A0A1B0GW54-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,516:No transcript record found for A0A1B0GW54 in gnomAD.
INFO:2025-10-30 14:27:29,517:Processing A0A1B0GW64 with model AF-A0A1B0GW64-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,554:No transcript record found for A0A1B0GW64 in gnomAD.
INFO:2025-10-30 14:27:29,554:Processing A0A1B0GWB2 with model AF-A0A1B0GWB2-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,636:No transcript record found for A0A1B0GWB2 in gnomAD.
INFO:2025-10-30 14:27:29,636:Processing A0A1B0GWG4 with model AF-A0A1B0GWG4-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,667:No valid CDS found for A0A1B0GWG4
INFO:2025-10-30 14:27:29,667:Processing A0A1B0GWH4 with model AF-A0A1B0GWH4-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,727:No transcript record found for A0A1B0GWH4 in gnomAD.
INFO:2025-10-30 14:27:29,727:Processing A0A1B0GWH6 with model AF-A0A1B0GWH6-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,760:No transcript record found for A0A1B0GWH6 in gnomAD.
INFO:2025-10-30 14:27:29,760:Processing A0A1B0GWI6 with model AF-A0A1B0GWI6-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,834:No transcript record found for A0A1B0GWI6 in gnomAD.
INFO:2025-10-30 14:27:29,834:Processing A0A1B0GWK0 with model AF-A0A1B0GWK0-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,868:No transcript record found for A0A1B0GWK0 in gnomAD.
INFO:2025-10-30 14:27:29,868:Processing A0A1B0GX31 with model AF-A0A1B0GX31-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,900:No valid CDS found for A0A1B0GX31
INFO:2025-10-30 14:27:29,900:Processing A0A1B0GX49 with model AF-A0A1B0GX49-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,928:No valid CDS found for A0A1B0GX49
INFO:2025-10-30 14:27:29,929:Processing A0A1B0GX51 with model AF-A0A1B0GX51-F1-model_v4.pdb
ERROR:2025-10-30 14:27:29,960:No ENST transcript IDs were mapped to A0A1B0GX51
INFO:2025-10-30 14:27:29,960:Processing A0A1B0GX56 with model AF-A0A1B0GX56-F1-model_v4.pdb
ERROR:2025-10-30 14:27:30,005:No valid CDS found for A0A1B0GX56
INFO:2025-10-30 14:27:30,005:Processing A0A1B0GX68 with model AF-A0A1B0GX68-F1-model_v4.pdb
ERROR:2025-10-30 14:27:30,019:No valid CDS found for A0A1B0GX68
INFO:2025-10-30 14:27:30,019:Processing A0A1B0GX78 with model AF-A0A1B0GX78-F1-model_v4.pdb
ERROR:2025-10-30 14:27:30,066:No valid CDS found for A0A1B0GX78
INFO:2025-10-30 14:27:30,066:Processing A0A1B0GX95 with model AF-A0A1B0GX95-F1-model_v4.pdb
ERROR:2025-10-30 14:27:30,096:No valid CDS found for A0A1B0GX95
INFO:2025-10-30 14:27:30,096:Processing A0A1B0GXF2 with model AF-A0A1B0GXF2-F1-model_v4.pdb
ERROR:2025-10-30 14:27:30,126:No valid CDS found for A0A1B0GXF2
INFO:2025-10-30 14:27:30,126:Processing A0A1W2PN81 with model AF-A0A1W2PN81-F1-model_v4.pdb
ERROR:2025-10-30 14:27:30,195:No valid CDS found for A0A1W2PN81
INFO:2025-10-30 14:27:30,195:Pipeline completed.
INFO:2025-10-30 14:27:30,195:no_enst_for_uniprot: 1
INFO:2025-10-30 14:27:30,195:no_valid_cds: 11
INFO:2025-10-30 14:27:30,195:no_variant_data: 36
INFO:2025-10-30 14:27:30,195:bad_structure: 0
INFO:2025-10-30 14:27:30,195:no_enst_mp: 0
